Month,Year,Site,Order,Family,Units,Avg,Stdev,randomprob,Length (mm),MassOligos,a,b,Mass,Production,Notes,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.43,9.7,5.74,0.567943807,1.43,,0.0018,2.617,0.004589728,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.43,9.7,5.74,0.380020513,1.43,,0.0018,2.617,0.004589728,,,,,
Aug/Sept,2018,T5,Diptera,Chironomidae,1.43,14.36,4.74,0.354400256,1.43,,0.0018,2.617,0.004589728,,,,,
Aug/Sept,2013,Alder,Diptera,Chironomidae,1.43,4.65,2.28,0.444590206,1.43,,0.0018,2.617,0.004577738,,,,,
July,2012,Dock,Diptera,Chironomidae,1.43,4.25,2.04,0.616677394,1.43,,0.0018,2.617,0.004577738,,,,,
July,2016,Dock,Diptera,Chironomidae,1.43,4.25,2.04,0.594761629,1.43,,0.0018,2.617,0.004577738,,,,,
July,2010,Alder,Diptera,Chironomidae,1.43,4.65,2.28,0.299009641,1.43,,0.0018,2.617,0.004577738,,,,,
June,2021,Alder,megaloptera,Sialidae,1.08,8.27,4.75,0.696272231,1.08,,0.0037,2.753,0.00457317,,,,,
June,2021,Alder,megaloptera,Sialidae,1.08,8.27,4.75,0.574423038,1.08,,0.0037,2.753,0.00457317,,,,,
Aug/Sept,2021,Alder,Trichoptera,Lepidostomatidae,0.81,6.14,4.56,0.659015413,0.81,,0.0079,2.649,0.004520681,,,,,
Aug/Sept,2021,Alder,Trichoptera,Lepidostomatidae,0.81,6.14,4.56,0.528909014,0.81,,0.0079,2.649,0.004520681,,,,,
Aug/Sept,2019,Alder,Diptera,Chironomidae,1.42,4.65,2.28,0.426251826,1.42,,0.0018,2.617,0.004506207,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.42,9.7,5.74,0.483143144,1.42,,0.0018,2.617,0.004506207,,,,,
July,2018,T5,Diptera,Chironomidae,1.42,14.36,4.74,0.688098467,1.42,,0.0018,2.617,0.004506207,,,,,
Aug/Sept,2021,T1,Ephemeroptera,baetidae,0.94,5.34,2.48,0.262977185,0.94,,0.0053,2.875,0.004436275,,,,,
Aug/Sept,2021,T1,Ephemeroptera,baetidae,0.94,5.34,2.48,0.522597999,0.94,,0.0053,2.875,0.004436275,,,,,
Aug/Sept,2018,Alder,Diptera,Chironomidae,1.41,4.65,2.28,0.561201353,1.41,,0.0018,2.617,0.004423631,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.41,9.7,5.74,0.470208461,1.41,,0.0018,2.617,0.004423631,,,,,
Aug/Sept,2018,T5,Diptera,Chironomidae,1.41,14.36,4.74,0.259249826,1.41,,0.0018,2.617,0.004423631,,,,,
Aug/Sept,2020,T5,Diptera,Chironomidae,1.41,14.36,4.74,0.432066716,1.41,,0.0018,2.617,0.004423631,,,,,
July,2023,T1,Diptera,Chironomidae,1.41,5.05,2.49,0.288189108,1.41,,0.0018,2.617,0.004423631,,,,,
June,2023,T1,Diptera,Chironomidae,1.41,5.05,2.49,0.609151508,1.41,,0.0018,2.617,0.004423631,,,,,
June,2023,T5,Diptera,Chironomidae,1.41,14.36,4.74,0.731747687,1.41,,0.0018,2.617,0.004423631,,,,,
Aug/Sept,2022,Alder,Odonata,Corduliidae,0.95,12.69,5.19,0.504784881,0.95,,0.0051,2.785,0.004421101,,,,,
June,2016,Alder,Trichoptera,Sericostomatidae,0.89,#N/A,#N/A,0.556109725,0.89,,0.0062,2.7867,0.004420943,,,,,
July,2021,Dock,Hirudinea,Hirudinea,0.28,3.5,3.09,0.566285658,0.28,,0.06457,2.12,0.00434516,,,,,
July,2021,Dock,Hirudinea,Hirudinea,0.28,3.5,3.09,0.643309571,0.28,,0.06457,2.12,0.00434516,,,,,
July,2018,Spring,Hirudinea,Hirudinea,0.28,5.05,2.49,0.340090242,0.28,,0.06457,2.12,0.00434516,,,,,
Aug/Sept,2018,T3,Diptera,Chironomidae,1.4,5.94,2.82,0.261654425,1.4,,0.0018,2.617,0.004341998,,,,,
Aug/Sept,2019,T5,Diptera,Chironomidae,1.4,14.36,4.74,0.594858829,1.4,,0.0018,2.617,0.004341998,,,,,
July,2019,Alder,Diptera,Chironomidae,1.4,4.65,2.28,0.657162689,1.4,,0.0018,2.617,0.004341998,,,,,
July,2018,T5,Diptera,Chironomidae,1.4,14.36,4.74,0.581206844,1.4,,0.0018,2.617,0.004341998,,,,,
July,2019,T5,Diptera,Chironomidae,1.4,14.36,4.74,0.569517434,1.4,,0.0018,2.617,0.004341998,,,,,
July,2020,Alder,Trichoptera,Sericostomatidae,0.88,#N/A,#N/A,0.334769231,0.88,,0.0062,2.7867,0.004341917,,,,,
June,2016,Alder,Bivalvia,Pisidium,0.59,2.77,0.83,0.30497847,0.59,,0.0163,2.477,0.004332568,,,,,
June,2022,T1,Ephemeroptera,Baetidae,0.93,5.34,2.48,0.495238316,0.93,,0.0053,2.875,0.00430194,,,,,
Aug/Sept,2019,Dock,Trichoptera,Sericostomatidae,0.82,#N/A,#N/A,0.526826731,0.82,,0.0074,2.741,0.00429532,,,,,
June,2018,Alder,Trichoptera,Sericostomatidae,0.82,#N/A,#N/A,0.490249566,0.82,,0.0074,2.741,0.00429532,,,,,
July,2017,T1,Odonata,Corduliidae,0.94,9.51,4.38,0.712293443,0.94,,0.0051,2.785,0.004292707,,,,,
Aug/Sept,2022,Alder,Diptera,Chironomidae,1.39,4.65,2.28,0.332833722,1.39,,0.0018,2.617,0.004261301,,,,,
Aug/Sept,2022,T4,Diptera,Chironomidae,1.39,9.7,5.74,0.610401864,1.39,,0.0018,2.617,0.004261301,,,,,
Aug/Sept,2018,T5,Diptera,Chironomidae,1.39,14.36,4.74,0.459627559,1.39,,0.0018,2.617,0.004261301,,,,,
Aug/Sept,2018,T5,Diptera,Chironomidae,1.39,14.36,4.74,0.274701719,1.39,,0.0018,2.617,0.004261301,,,,,
July,2020,Dock,Trichoptera,Limnephilidae,1.02,9.79,4.34,0.692769975,1.02,,0.004,2.933,0.004239204,,,,,
June,2022,Dock,Trichoptera,Lepidostomatidae,0.79,9.37,2.07,0.508867528,0.79,,0.0079,2.649,0.004230983,,,,,
June,2016,Alder,Trichoptera,Sericostomatidae,0.87,#N/A,#N/A,0.496856341,0.87,,0.0062,2.7867,0.004225087,,,,,
June,2021,Spring,Ephemeroptera,baetidae,0.92,5.48,2.6,0.387960478,0.92,,0.0053,2.875,0.004170286,,,,,
June,2021,Spring,Ephemeroptera,baetidae,0.92,5.48,2.6,0.32864117,0.92,,0.0053,2.875,0.004170286,,,,,
June,2016,Alder,Megaloptera,Sialidae,1.04,8.27,4.75,0.254625588,1.04,,0.0037,2.753,0.004153122,,,,,
Aug/Sept,2018,T5,Diptera,Chironomidae,1.37,14.36,4.74,0.727592168,1.37,,0.0018,2.617,0.004102704,,,,,
Aug/Sept,2022,Alder,Diptera,Chironomidae,1.37,4.65,2.28,0.706098412,1.37,,0.0018,2.617,0.004102704,,,,,
Aug/Sept,2019,T3,Diptera,Chironomidae,1.37,5.94,2.82,0.343996654,1.37,,0.0018,2.617,0.004102704,,,,,
Aug/Sept,2022,T4,Diptera,Chironomidae,1.37,9.7,5.74,0.485327792,1.37,,0.0018,2.617,0.004102704,,,,,
July,2022,T3,Diptera,Chironomidae,1.37,5.94,2.82,0.466290697,1.37,,0.0018,2.617,0.004102704,,,,,
June,2018,Dock,Trichoptera,Lepidostomatidae,0.78,9,NA,0.687418784,0.78,,0.0079,2.649,0.004090588,,,,,
July,2017,Alder,Trichoptera,Sericostomatidae,0.86,#N/A,#N/A,0.706194393,0.86,,0.0062,2.7867,0.004072476,,,,,
June,2021,Alder,Trichoptera,Sericostomatidae,0.86,#N/A,#N/A,0.475502152,0.86,,0.0062,2.7867,0.004072476,,,,,
Aug/Sept,2023,Alder,Ephemeroptera,baetidae,0.91,5.04,1.96,0.46993,0.91,,0.0053,2.875,0.004041289,,,,,
Aug/Sept,2020,Spring,Ephemeroptera,baetidae,0.91,5.48,2.6,0.297237498,0.91,,0.0053,2.875,0.004041289,,,,,
Aug/Sept,2015,T3,Trombidiformes,Hydrachnidia,0.86,#N/A,#N/A,0.535685223,0.86,,0.0062,2.7867,0.004034884,,,,,
Aug/Sept,2015,T3,Trombidiformes,Hydrachnidia,0.86,#N/A,#N/A,0.577603208,0.86,,0.0062,2.7867,0.004034884,,,,,
June,2016,Alder,Trichoptera,Sericostomatidae,0.86,#N/A,#N/A,0.519756943,0.86,,0.0062,2.7867,0.004034884,,,,,
Aug/Sept,2019,Alder,Diptera,Chironomidae,1.36,4.65,2.28,0.658735437,1.36,,0.0018,2.617,0.004024796,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.36,9.7,5.74,0.711991438,1.36,,0.0018,2.617,0.004024796,,,,,
July,2017,T3,Diptera,Chironomidae,1.36,5.94,2.82,0.607472502,1.36,,0.0018,2.617,0.004024796,,,,,
Aug/Sept,2021,Dock,Hirudinea,Hirudinea,0.27,3.5,3.09,0.349297034,0.27,,0.06457,2.12,0.00402274,,,,,
Aug/Sept,2020,Dock,Hirudinea,Hirudinea,0.27,5.05,2.49,0.254626857,0.27,,0.06457,2.12,0.00402274,,,,,
Aug/Sept,2021,Dock,Hirudinea,Hirudinea,0.27,3.5,3.09,0.299867016,0.27,,0.06457,2.12,0.00402274,,,,,
July,2020,Dock,Hirudinea,Hirudinea,0.27,10,0,0.364794615,0.27,,0.06457,2.12,0.00402274,,,,,
July,2021,Spring,Odonata,aeshnidae,1.03,11.5,1.73,0.445367555,1.03,,0.0037,2.753,0.004013679,,,,,
July,2021,Spring,Odonata,aeshnidae,1.03,11.5,1.73,0.607858275,1.03,,0.0037,2.753,0.004013679,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.35,9.7,5.74,0.740429594,1.35,,0.0018,2.617,0.003947808,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.35,9.7,5.74,0.509540875,1.35,,0.0018,2.617,0.003947808,,,,,
July,2017,T1,Odonata,Corduliidae,0.91,9.51,4.38,0.506763805,0.91,,0.0051,2.785,0.003921936,,,,,
Aug/Sept,2021,Dock,Odonata,aeshnidae,1.02,10.5,3.02,0.474328381,1.02,,0.0037,2.753,0.003907311,,,,,
Aug/Sept,2021,Dock,Odonata,aeshnidae,1.02,10.5,3.02,0.72616507,1.02,,0.0037,2.753,0.003907311,,,,,
Aug/Sept,2021,Alder,Trichoptera,Sericostomatidae,0.79,#N/A,#N/A,0.318470474,0.79,,0.0074,2.741,0.003878177,,,,,
June,2022,T1,Bivalvia,Pisidium,0.56,2.68,1.08,0.358487872,0.56,,0.0163,2.477,0.003876585,,,,,
Aug/Sept,2019,Alder,Diptera,Chironomidae,1.34,4.65,2.28,0.429577064,1.34,,0.0018,2.617,0.003871736,,,,,
June,2023,Alder,Diptera,Chironomidae,1.34,4.65,2.28,0.330602992,1.34,,0.0018,2.617,0.003871736,,,,,
July,2023,Spring,Trichoptera,leptoceridae,1.04,5.05,2.49,0.28349654,1.04,,0.0034,3.212,0.00385647,,,,,
June,2016,Alder,Trichoptera,Sericostomatidae,0.84,#N/A,#N/A,0.341596932,0.84,,0.0062,2.7867,0.003850262,,,,,
Aug/Sept,2021,T1,Trichoptera,Sericostomatidae,0.84,#N/A,#N/A,0.408936546,0.84,,0.0062,2.7867,0.003814001,,,,,
Aug/Sept,2021,T1,Trichoptera,Sericostomatidae,0.84,#N/A,#N/A,0.748568547,0.84,,0.0062,2.7867,0.003814001,,,,,
July,2022,T1,Trichoptera,Sericostomatidae,0.84,#N/A,#N/A,0.462266684,0.84,,0.0062,2.7867,0.003814001,,,,,
July,2021,Alder,Odonata,Corduliidae,0.9,12.69,5.19,0.365972417,0.9,,0.0051,2.785,0.003803081,,,,,
July,2021,Alder,Odonata,Corduliidae,0.9,12.69,5.19,0.593363989,0.9,,0.0051,2.785,0.003803081,,,,,
June,2023,T1,Diptera,Chironomidae,1.33,5.05,2.49,0.518957686,1.33,,0.0018,2.617,0.003796577,,,,,
Aug/Sept,2022,T3,Ephemeroptera,baetidae,0.89,5.95,1.94,0.726714346,0.89,,0.0053,2.875,0.00379116,,,,,
July,2018,Alder,Trichoptera,Sericostomatidae,0.78,#N/A,#N/A,0.745067522,0.78,,0.0074,2.741,0.003745097,,,,,
Aug/Sept,2022,Alder,Diptera,Chironomidae,1.32,4.65,2.28,0.402606792,1.32,,0.0018,2.617,0.003722327,,,,,
Aug/Sept,2022,T1,Diptera,Chironomidae,1.32,4.98,2.27,0.634320539,1.32,,0.0018,2.617,0.003722327,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.32,9.7,5.74,0.522846835,1.32,,0.0018,2.617,0.003722327,,,,,
July,2023,T5,Diptera,Chironomidae,1.32,14.36,4.74,0.629716976,1.32,,0.0018,2.617,0.003722327,,,,,
June,2020,Alder,Diptera,Chironomidae,1.32,4.65,2.28,0.522663724,1.32,,0.0018,2.617,0.003722327,,,,,
June,2020,Alder,Diptera,Chironomidae,1.32,4.65,2.28,0.46484706,1.32,,0.0018,2.617,0.003722327,,,,,
June,2023,T5,Diptera,Chironomidae,1.32,14.36,4.74,0.325502312,1.32,,0.0018,2.617,0.003722327,,,,,
June,2016,Alder,Trichoptera,Leptoceridae,1.03,3.56,2.69,0.280229383,1.03,,0.0034,3.212,0.003721997,,,,,
Aug/Sept,2018,Dock,Hirudinea,Hirudinea,0.26,3.5,3.09,0.364293399,0.26,,0.06457,2.12,0.003713422,,,,,
July,2021,Dock,Hirudinea,Hirudinea,0.26,3.5,3.09,0.656631607,0.26,,0.06457,2.12,0.003713422,,,,,
July,2021,Dock,Hirudinea,Hirudinea,0.26,3.5,3.09,0.660730934,0.26,,0.06457,2.12,0.003713422,,,,,
July,2018,Spring,Hirudinea,Hirudinea,0.26,5.05,2.49,0.492133821,0.26,,0.06457,2.12,0.003713422,,,,,
July,2018,Dock,Hirudinea,Hirudinea,0.26,3.5,3.09,0.362859117,0.26,,0.06457,2.12,0.003713422,,,,,
Aug/Sept,2022,T1,Bivalvia,Pisidium,0.55,2.68,1.08,0.584661351,0.55,,0.0163,2.477,0.00370737,,,,,
June,2018,Alder,Bivalvia,Pisidium,0.55,2.77,0.83,0.68320444,0.55,,0.0163,2.477,0.00370737,,,,,
Aug/Sept,2022,Alder,Odonata,Coenagrionidae,0.89,10.54,5.79,0.716087162,0.89,,0.0051,2.785,0.00368656,,,,,
July,2020,T1,Odonata,Corduliidae,0.89,9.51,4.38,0.463797655,0.89,,0.0051,2.785,0.00368656,,,,,
June,2021,Dock,Ephemeroptera,baetidae,0.88,4.19,2.99,0.681114918,0.88,,0.0053,2.875,0.003669979,,,,,
June,2021,Dock,Ephemeroptera,baetidae,0.88,4.19,2.99,0.281768606,0.88,,0.0053,2.875,0.003669979,,,,,
June,2023,T3,Diptera,Chironomidae,1.31,5.94,2.82,0.672410823,1.31,,0.0018,2.617,0.00364898,,,,,
Aug/Sept,2019,Alder,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.661677648,0.77,,0.0074,2.741,0.003614954,,,,,
Aug/Sept,2019,Dock,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.399148804,0.77,,0.0074,2.741,0.003614954,,,,,
July,2020,Alder,Megaloptera,Sialidae,0.99,5.05,2.49,0.488734944,0.99,,0.0037,2.753,0.00359903,,,,,
Aug/Sept,2015,Dock,Bivalvia,Pisidium,0.54,3.14,1.21,0.651179116,0.54,,0.0163,2.477,0.00358925,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.3,9.7,5.74,0.557587524,1.3,,0.0018,2.617,0.003576533,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.3,9.7,5.74,0.357099149,1.3,,0.0018,2.617,0.003576533,,,,,
July,2019,T5,Diptera,Chironomidae,1.3,14.36,4.74,0.279343371,1.3,,0.0018,2.617,0.003576533,,,,,
July,2021,Alder,Odonata,Coenagrionidae,0.88,10.54,5.79,0.538908271,0.88,,0.0051,2.785,0.003572353,,,,,
July,2021,Alder,Odonata,Coenagrionidae,0.88,10.54,5.79,0.619889697,0.88,,0.0051,2.785,0.003572353,,,,,
Aug/Sept,2021,T1,Ephemeroptera,baetidae,0.87,5.34,2.48,0.334343197,0.87,,0.0053,2.875,0.003551352,,,,,
Aug/Sept,2021,T1,Ephemeroptera,baetidae,0.87,5.34,2.48,0.571046813,0.87,,0.0053,2.875,0.003551352,,,,,
June,2020,Dock,Trichoptera,Limnephilidae,0.96,5.05,2.49,0.489515795,0.96,,0.004,2.933,0.003548637,,,,,
June,2020,Dock,Trichoptera,Limnephilidae,0.96,5.05,2.49,0.451319805,0.96,,0.004,2.933,0.003548637,,,,,
Aug/Sept,2020,T1,Bivalvia,Pisidium,0.54,5.05,2.49,0.311019365,0.54,,0.0163,2.477,0.003542639,,,,,
June,2018,Dock,Diptera ,Chironomidae,0.65,#N/A,#N/A,0.594533896,0.65,,0.0123,2.906,0.003517477,,,,,
June,2018,Dock,Diptera ,Chironomidae,0.65,#N/A,#N/A,0.395912759,0.65,,0.0123,2.906,0.003517477,,,,,
Aug/Sept,2019,Alder,Diptera,Chironomidae,1.29,4.65,2.28,0.370812804,1.29,,0.0018,2.617,0.003504982,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.29,9.7,5.74,0.480734179,1.29,,0.0018,2.617,0.003504982,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.29,9.7,5.74,0.38123599,1.29,,0.0018,2.617,0.003504982,,,,,
Aug/Sept,2018,T5,Diptera,Chironomidae,1.29,14.36,4.74,0.66563176,1.29,,0.0018,2.617,0.003504982,,,,,
July,2017,T4,Diptera,Chironomidae,1.29,9.7,5.74,0.382048794,1.29,,0.0018,2.617,0.003504982,,,,,
Aug/Sept,2013,Alder,Diptera,Chironomidae,1.29,4.65,2.28,0.618182285,1.29,,0.0018,2.617,0.00347459,,,,,
June,2016,Alder,Trichoptera,Sericostomatidae,0.76,#N/A,#N/A,0.315968508,0.76,,0.0074,2.741,0.0034519,,,,,
Aug/Sept,2020,Alder,Ephemeroptera,baetidae,0.86,9,NA,0.675791481,0.86,,0.0053,2.875,0.003435254,,,,,
July,2018,Spring,Ephemeroptera,baetidae,0.86,5.48,2.6,0.464241262,0.86,,0.0053,2.875,0.003435254,,,,,
June,2022,T1,Ephemeroptera,Baetidae,0.86,5.34,2.48,0.582232816,0.86,,0.0053,2.875,0.003435254,,,,,
Aug/Sept,2021,T5,Diptera,Chironomidae,1.28,14.36,4.74,0.519578679,1.28,,0.0018,2.617,0.003434322,,,,,
Aug/Sept,2021,T5,Diptera,Chironomidae,1.28,14.36,4.74,0.453819966,1.28,,0.0018,2.617,0.003434322,,,,,
July,2019,Alder,Diptera,Chironomidae,1.28,4.65,2.28,0.419928425,1.28,,0.0018,2.617,0.003434322,,,,,
July,2021,Spring,Hirudinea,Hirudinea,0.25,5.02,5.78,0.703831222,0.25,,0.06457,2.12,0.003417147,,,,,
July,2021,Spring,Hirudinea,Hirudinea,0.25,5.02,5.78,0.588560767,0.25,,0.06457,2.12,0.003417147,,,,,
Aug/Sept,2022,Alder,megaloptera,Sialidae,0.97,8.27,4.75,0.300892795,0.97,,0.0037,2.753,0.003402392,,,,,
July,2023,Spring,Diptera,Chironomidae,1.27,4.89,2.02,0.269874048,1.27,,0.0018,2.617,0.003364549,,,,,
July,2018,T5,Diptera,Chironomidae,1.27,5.05,2.49,0.349639361,1.27,,0.0018,2.617,0.003364549,,,,,
July,2018,T5,Diptera,Chironomidae,1.27,14.36,4.74,0.7297979,1.27,,0.0018,2.617,0.003364549,,,,,
June,2023,T1,Diptera,Chironomidae,1.27,5.05,2.49,0.322863476,1.27,,0.0018,2.617,0.003364549,,,,,
Aug/Sept,2018,Dock,Coleoptera,Psephenidae,0.64,#N/A,#N/A,0.477987082,0.64,,0.0123,2.906,0.003362514,,,,,
Aug/Sept,2018,Alder,Ephemeroptera,Leptophlebiidae,0.88,3.73,1.75,0.277010845,0.88,,0.0047,2.686,0.003334098,,,,,
July,2019,Alder,Ephemeroptera,Baetidae,0.85,5.04,1.96,0.45756239,0.85,,0.0053,2.875,0.003321661,,,,,
Aug/Sept,2018,T4,Diptera,Chironomidae,1.26,9.7,5.74,0.694302906,1.26,,0.0018,2.617,0.003295659,,,,,
July,2023,T5,Diptera,Chironomidae,1.26,14.36,4.74,0.732266018,1.26,,0.0018,2.617,0.003295659,,,,,
June,2020,T1,Diptera,Chironomidae,1.26,4.98,2.27,0.653492382,1.26,,0.0018,2.617,0.003295659,,,,,
June,2020,T1,Diptera,Chironomidae,1.26,5.05,2.49,0.427847461,1.26,,0.0018,2.617,0.003295659,,,,,
Aug/Sept,2020,T4,Diptera,Chironomidae,1.25,9.7,5.74,0.371490611,1.25,,0.0018,2.617,0.003227647,,,,,
June,2022,T1,Bivalvia,Pisidium,0.52,2.68,1.08,0.554150689,0.52,,0.0163,2.477,0.003226472,,,,,
June,2016,Alder,Trichoptera,Limnephilidae,0.93,5.96,3.9,0.745901859,0.93,,0.004,2.933,0.003218565,,,,,
Aug/Sept,2021,Alder,Trichoptera,Sericostomatidae,0.79,#N/A,#N/A,0.470835542,0.79,,0.0062,2.7867,0.003214468,,,,,
July,2019,Alder,Trichoptera,Sericostomatidae,0.79,#N/A,#N/A,0.452389442,0.79,,0.0062,2.7867,0.003214468,,,,,
June,2023,T4,Diptera ,Chironomidae,0.63,#N/A,#N/A,0.418568057,0.63,,0.0123,2.906,0.003212098,,,,,
Aug/Sept,2021,Spring,Ephemeroptera,baetidae,0.84,5.48,2.6,0.454640282,0.84,,0.0053,2.875,0.003210545,,,,,
Aug/Sept,2021,Spring,Ephemeroptera,baetidae,0.84,5.48,2.6,0.277171658,0.84,,0.0053,2.875,0.003210545,,,,,
Aug/Sept,2023,Alder,Diptera,Chironomidae,1.24,4.65,2.28,0.744724469,1.24,,0.0018,2.617,0.003160509,,,,,
Aug/Sept,2021,T1,Diptera,Chironomidae,1.24,4.98,2.27,0.675761807,1.24,,0.0018,2.617,0.003160509,,,,,
Aug/Sept,2021,T1,Diptera,Chironomidae,1.24,4.98,2.27,0.36522554,1.24,,0.0018,2.617,0.003160509,,,,,
Aug/Sept,2018,T5,Diptera,Chironomidae,1.24,14.36,4.74,0.656454885,1.24,,0.0018,2.617,0.003160509,,,,,
July,2022,T5,Diptera,Chironomidae,1.24,14.36,4.74,0.332734075,1.24,,0.0018,2.617,0.003160509,,,,,
July,2017,T1,Odonata,Corduliidae,0.84,9.51,4.38,0.651676234,0.84,,0.0051,2.785,0.003138253,,,,,
July,2020,T1,Odonata,Corduliidae,0.84,9.51,4.38,0.700884792,0.84,,0.0051,2.785,0.003138253,,,,,
Aug/Sept,2018,Dock,Hirudinea,Hirudinea,0.24,3.5,3.09,0.317143652,0.24,,0.06457,2.12,0.003133853,,,,,
July,2021,Dock,Hirudinea,Hirudinea,0.24,3.5,3.09,0.250408381,0.24,,0.06457,2.12,0.003133853,,,,,
July,2021,Dock,Hirudinea,Hirudinea,0.24,3.5,3.09,0.278274279,0.24,,0.06457,2.12,0.003133853,,,,,
Aug/Sept,2021,T1,Trichoptera,Sericostomatidae,0.78,#N/A,#N/A,0.420952622,0.78,,0.0062,2.7867,0.003102357,,,,,
Aug/Sept,2021,T1,Trichoptera,Sericostomatidae,0.78,#N/A,#N/A,0.710492666,0.78,,0.0062,2.7867,0.003102357,,,,,
Aug/Sept,2020,Alder,Ephemeroptera,baetidae,0.83,9,NA,0.395697974,0.83,,0.0053,2.875,0.003101883,,,,,
June,2016,Alder,Trichoptera,Leptoceridae,0.97,3.56,2.69,0.485300966,0.97,,0.0034,3.212,0.003097723,,,,,
June,2016,Alder,Trichoptera,Leptoceridae,0.97,3.56,2.69,0.29179966,0.97,,0.0034,3.212,0.003097723,,,,,
July,2019,T5,Diptera,Chironomidae,1.23,5.05,2.49,0.549309318,1.23,,0.0018,2.617,0.003094241,,,,,
Aug/Sept,2018,Alder,Diptera,Ceratopogonidae,1.09,8.51,2.24,0.710018914,1.09,,0.0025,2.469,0.003092759,,,,,
Aug/Sept,2015,Dock,Diptera,Chironomidae,1.23,4.25,2.04,0.274117338,1.23,,0.0018,2.617,0.003084845,,,,,
Aug/Sept,2023,Alder,Trichoptera,leptoceridae,0.97,3.56,2.69,0.701501716,0.97,,0.0034,3.212,0.003083115,,,,,
Aug/Sept,2020,T1,Bivalvia,Pisidium,0.51,2.68,1.08,0.468115212,0.51,,0.0163,2.477,0.003074956,,,,,
July,2022,T1,Bivalvia,Pisidium,0.51,2.68,1.08,0.462866437,0.51,,0.0163,2.477,0.003074956,,,,,
July,2021,Alder,Bivalvia,Pisidium,0.51,2.77,0.83,0.590587147,0.51,,0.0163,2.477,0.003074956,,,,,
July,2021,Alder,Bivalvia,Pisidium,0.51,2.77,0.83,0.40109467,0.51,,0.0163,2.477,0.003074956,,,,,
June,2022,T1,Bivalvia,Pisidium,0.51,2.68,1.08,0.56686334,0.51,,0.0163,2.477,0.003074956,,,,,
June,2023,Alder,Bivalvia,Pisidium,0.51,2.77,0.83,0.549528986,0.51,,0.0163,2.477,0.003074956,,,,,
July,2020,T1,Odonata,Corduliidae,0.83,9.51,4.38,0.363685738,0.83,,0.0051,2.785,0.003035307,,,,,
July,2023,Spring,Diptera,Chironomidae,1.22,4.89,2.02,0.675250032,1.22,,0.0018,2.617,0.003028839,,,,,
July,2023,T1,Diptera,Chironomidae,1.22,5.05,2.49,0.521350731,1.22,,0.0018,2.617,0.003028839,,,,,
July,2018,T5,Diptera,Chironomidae,1.22,14.36,4.74,0.481087137,1.22,,0.0018,2.617,0.003028839,,,,,
June,2020,Alder,Diptera,Chironomidae,1.22,4.65,2.28,0.670348656,1.22,,0.0018,2.617,0.003028839,,,,,
June,2020,Alder,Diptera,Chironomidae,1.22,4.65,2.28,0.677774402,1.22,,0.0018,2.617,0.003028839,,,,,
Aug/Sept,2019,Alder,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.649266228,0.77,,0.0062,2.7867,0.002992784,,,,,
Aug/Sept,2021,Alder,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.480989321,0.77,,0.0062,2.7867,0.002992784,,,,,
Aug/Sept,2021,Alder,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.419567288,0.77,,0.0062,2.7867,0.002992784,,,,,
Aug/Sept,2021,Alder,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.342078158,0.77,,0.0062,2.7867,0.002992784,,,,,
Aug/Sept,2021,Alder,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.345399873,0.77,,0.0062,2.7867,0.002992784,,,,,
June,2022,T1,Trichoptera,Sericostomatidae,0.77,#N/A,#N/A,0.669784725,0.77,,0.0062,2.7867,0.002992784,,,,,
Aug/Sept,2015,Dock,Diptera,Chironomidae,1.21,4.25,2.04,0.569525859,1.21,,0.0018,2.617,0.002991853,,,,,
June,2016,Alder,Diptera,Chironomidae,1.21,4.65,2.28,0.40198946,1.21,,0.0018,2.617,0.002991853,,,,,
Aug/Sept,2022,Alder,Diptera,Chironomidae,1.21,4.65,2.28,0.400316862,1.21,,0.0018,2.617,0.002964298,,,,,
July,2022,T4,Diptera,Chironomidae,1.21,9.7,5.74,0.34888986,1.21,,0.0018,2.617,0.002964298,,,,,
June,2018,Alder,Diptera,Chironomidae,1.21,4.65,2.28,0.36087915,1.21,,0.0018,2.617,0.002964298,,,,,
Aug/Sept,2022,Alder,megaloptera,Sialidae,0.92,8.27,4.75,0.6747629,0.92,,0.0037,2.753,0.002941099,,,,,
